;�..Isolate;Collection.Year;Accession.number;Source;Continent;Country;Region;ptxA;ptxP;fim3;fim2;prn.allele;prn.expression;If.PRN.negative.state.event;Insertion.of.IS481.in.PRN;Western.Blot.prn.expression.NRC.Institut.Pasteur;Longitude;Latitude;Precision_loc;Dataset
2797;J201;2014;SRR5071064;Weigand et. al. (2017);America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;NA;-104,9848623;39,7392364;State;Weigand_2017
2798;J202;2014;SRR5829867;Weigand et. al. (2018);America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;Unkown;;no;NA;-104,9848623;39,7392364;State;Weigand_2018
2799;J203;2014;SRR5829765;Weigand et. al. (2018);America;US;Georgia;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;NA;-84,3902644;33,7489924;State;Weigand_2018
2800;J204;2014;SRR5829826;Weigand et. al. (2018);America;US;Georgia;ptxA1;ptxP3;fim3-1;fim2-1;;Unkown;;no;NA;-84,3902644;33,7489924;State;Weigand_2018
2801;J205;2014;SRR5829874;Weigand et. al. (2018);America;US;Georgia;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;NA;-84,3902644;33,7489924;State;Weigand_2018
2802;J206;2014;SRR5070861;Weigand et. al. (2017);America;US;New York State;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;NA;-74,0060152;40,7127281;State;Weigand_2017
2803;J207;2014;SRR5829811;Weigand et. al. (2018);America;US;New York State;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;NA;-74,0060152;40,7127281;State;Weigand_2018
2804;J208;2014;SRR5070782;Weigand et. al. (2017);America;US;New York State;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;NA;-74,0060152;40,7127281;State;Weigand_2017
2805;J209;2014;SRR5829801;Weigand et. al. (2018);America;US;New York State;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;NA;-74,0060152;40,7127281;State;Weigand_2018
2806;J210;2014;SRR5071081;Weigand et. al. (2017);America;US;New York State;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;NA;-74,0060152;40,7127281;State;Weigand_2017
2807;J212;2014;SRR9118351;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;NA;-118,242766;34,0536909;State;NCBI_new
2808;J213;2014;SRR9118350;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;NA;-118,242766;34,0536909;State;NCBI_new
2809;J214;2014;SRR9118349;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;NA;-118,242766;34,0536909;State;NCBI_new
2810;J215;2014;SRR9118348;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;Unkown;;no;NA;-118,242766;34,0536909;State;NCBI_new
2811;J226;2014;SRR5829876;Weigand et. al. (2018);America;US;Minnesota;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;NA;-93,2654692;44,9772995;State;Weigand_2018
2812;J229;2014;SRR5829862;Weigand et. al. (2018);America;US;Minnesota;ptxA1;ptxP3;fim3-1;fim2-1;;Unkown;;no;NA;-93,2654692;44,9772995;State;Weigand_2018
2813;J232;2014;SRR9118355;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;NA;-118,242766;34,0536909;State;NCBI_new
2814;J233;2014;SRR9006102;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event27;IS481 insertion;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2815;J246;2014;SRR5829858;Weigand et. al. (2018);America;US;Vermont;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event12;no;NA;-73,212906;44,4761601;State;Weigand_2018
2816;J247;2014;SRR5829834;Weigand et. al. (2018);America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event24;IS481 insertion;NA;-73,212906;44,4761601;State;Weigand_2018
2817;J248;2014;SRR5829773;Weigand et. al. (2018);America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-73,212906;44,4761601;State;Weigand_2018
2818;J249;2014;SRR9006100;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2819;J250;2014;SRR9006099;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2820;J251;2014;SRR9006098;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2821;J252;2014;SRR9006097;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2822;J253;2014;SRR9006096;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2823;J254;2014;SRR9006095;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2824;J255;2014;SRR9006119;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2825;J256;2014;SRR9006120;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2826;J257;2014;SRR9006121;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2827;J258;2014;SRR9006122;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2828;J259;2014;SRR9006123;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2829;J260;2014;SRR9006124;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2830;J261;2014;SRR9118354;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-73,212906;44,4761601;State;NCBI_new
2831;J262;2014;SRR9006125;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2832;J263;2014;SRR9006126;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2833;J264;2014;SRR9006117;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;;Unkown;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2834;J266;2014;SRR9006118;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;;Unkown;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2835;J267;2014;SRR9006216;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;;Unkown;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2836;J268;2014;SRR9006215;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;;Unkown;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2837;J269;2014;SRR9006214;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;;Unkown;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2838;J270;2014;SRR9006213;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;;Unkown;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2839;J271;2014;SRR9118353;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;;Unkown;;no;NA;-73,212906;44,4761601;State;NCBI_new
2840;J272;2014;SRR9006212;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;;Unkown;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2841;J273;2014;SRR9118352;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;;Unkown;;no;NA;-73,212906;44,4761601;State;NCBI_new
2842;J274;2014;SRR9006211;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;;Unkown;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2843;J275;2014;SRR9006210;NCBI - CDC;America;US;Vermont;ptxA1;ptxP3;fim3-2;fim2-1;;Unkown;;no;NA;-73,212906;44,4761601;State;NCBI_CDC Submission
2844;J276;2014;SRR5071049;Weigand et. al. (2017);America;US;Oregon;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-122,6741949;45,5202471;State;Weigand_2017
2845;J277;2014;SRR5070885;Weigand et. al. (2017);America;US;Oregon;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-122,6741949;45,5202471;State;Weigand_2017
2846;J286;2014;SRR5829842;Weigand et. al. (2018);America;US;Wisconsin;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-87,922497;43,0349931;State;Weigand_2018
2847;J288;2014;SRR5829848;Weigand et. al. (2018);America;US;Wisconsin;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-87,922497;43,0349931;State;Weigand_2018
2848;J294;2014;SRR5829767;Weigand et. al. (2018);America;US;Minnesota;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-93,2654692;44,9772995;State;Weigand_2018
2849;J295;2014;SRR5829845;Weigand et. al. (2018);America;US;Connecticut;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-73,1867205;41,1847223;State;Weigand_2018
2850;J296;2014;SRR5070995;Weigand et. al. (2017);America;US;Connecticut;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-73,1867205;41,1847223;State;Weigand_2017
2851;J298;2014;SRR5829849;Weigand et. al. (2018);America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-104,9848623;39,7392364;State;Weigand_2018
2852;J299;2014;SRR5829798;Weigand et. al. (2018);America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-104,9848623;39,7392364;State;Weigand_2018
2853;J300;2014;SRR5070817;Weigand et. al. (2017);America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;NA;-104,9848623;39,7392364;State;Weigand_2017
2854;J301;2014;SRR5829814;Weigand et. al. (2018);America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-104,9848623;39,7392364;State;Weigand_2018
2855;J302;2014;SRR5829822;Weigand et. al. (2018);America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-104,9848623;39,7392364;State;Weigand_2018
2856;J303;2014;SRR5829791;Weigand et. al. (2018);America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-104,9848623;39,7392364;State;Weigand_2018
2857;J304;2014;SRR5829784;Weigand et. al. (2018);America;US;Georgia;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-84,3902644;33,7489924;State;Weigand_2018
2858;J305;2014;SRR5070862;Weigand et. al. (2017);America;US;New York State;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;NA;-74,0060152;40,7127281;State;Weigand_2017
2859;J306;2014;SRR5829873;Weigand et. al. (2018);America;US;New York State;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event12;no;NA;-74,0060152;40,7127281;State;Weigand_2018
2860;J308;2014;SRR5829869;Weigand et. al. (2018);America;US;New York State;ptxA1;ptxP3;fim3-1;fim2-1;;Unkown;;no;NA;-74,0060152;40,7127281;State;Weigand_2018
2861;J309;2014;SRR5829794;Weigand et. al. (2018);America;US;New York State;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event22;no;NA;-74,0060152;40,7127281;State;Weigand_2018
2862;J310;2014;SRR5829866;Weigand et. al. (2018);America;US;New York State;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event12;no;NA;-74,0060152;40,7127281;State;Weigand_2018
2863;J313;2014;SRR9006209;NCBI - CDC;America;US;Minnesota;ptxA1;ptxP3;fim3-1;fim2-1;;Unkown;;no;NA;-93,2654692;44,9772995;State;NCBI_CDC Submission
2864;J320;2014;SRR9118313;NCBI - CDC;America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;Unkown;;no;NA;-104,9848623;39,7392364;State;NCBI_new
2865;J357;2014;SRR9006196;NCBI - CDC;America;US;Connecticut;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-73,1867205;41,1847223;State;NCBI_CDC Submission
2866;J358;2014;SRR9006197;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2867;J359;2014;SRR9006198;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event24;IS481 insertion;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2868;J360;2014;SRR9006189;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2869;J361;2014;SRR9118265;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-118,242766;34,0536909;State;NCBI_new
2870;J362;2014;SRR9006190;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2871;J363;2014;SRR9006073;NCBI - CDC;America;US;California;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2872;J364;2014;SRR9006072;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2873;J365;2014;SRR5829857;Weigand et. al. (2018);America;US;California;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-118,242766;34,0536909;State;Weigand_2018
2874;J366;2014;SRR9006075;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2875;J367;2014;SRR9006074;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2876;J368;2014;SRR9006077;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2877;J369;2014;SRR9006076;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event12;no;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2878;J370;2014;SRR9006079;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event27;IS481 insertion;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2879;J371;2014;SRR9118270;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-118,242766;34,0536909;State;NCBI_new
2880;J372;2014;SRR9006078;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event27;no;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2881;J373;2014;SRR9006081;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;Unkown;;no;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2882;J374;2014;SRR9006080;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;Unkown;;no;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2883;J375;2014;SRR9006231;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event27;IS481 insertion;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2884;J376;2014;SRR9006232;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event27;IS481 insertion;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2885;J314;2015;SRR9118344;NCBI - CDC;America;US;Oregon;ptxA1;ptxP3;fim3-2;fim2-1;;Unkown;;no;NA;-122,6741949;45,5202471;State;NCBI_new
2886;J315;2015;SRR9118343;NCBI - CDC;America;US;New York State;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;NA;-74,0060152;40,7127281;State;NCBI_new
2887;J317;2015;SRR9118318;NCBI - CDC;America;US;Minnesota;ptxA1;ptxP3;fim3-2;fim2-1;;Unkown;;no;NA;-93,2654692;44,9772995;State;NCBI_new
2888;J318;2015;SRR9118319;NCBI - CDC;America;US;Minnesota;ptxA1;ptxP3;fim3-1;fim2-1;;Unkown;;no;NA;-93,2654692;44,9772995;State;NCBI_new
2889;J319;2015;SRR9118320;NCBI - CDC;America;US;Minnesota;ptxA1;ptxP3;fim3-1;fim2-1;;Unkown;;no;NA;-93,2654692;44,9772995;State;NCBI_new
2890;J321;2015;SRR9118314;NCBI - CDC;America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;Unkown;;no;NA;-104,9848623;39,7392364;State;NCBI_new
2891;J322;2015;SRR9006218;NCBI - CDC;America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;Unkown;;no;NA;-104,9848623;39,7392364;State;NCBI_CDC Submission
2892;J323;2015;SRR9006217;NCBI - CDC;America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;Unkown;;no;NA;-104,9848623;39,7392364;State;NCBI_CDC Submission
2893;J340;2015;SRR9118309;NCBI - CDC;America;US;Minnesota;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-93,2654692;44,9772995;State;NCBI_new
2894;J341;2015;SRR9118310;NCBI - CDC;America;US;Minnesota;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-93,2654692;44,9772995;State;NCBI_new
2895;J342;2015;SRR9118287;NCBI - CDC;America;US;Minnesota;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-93,2654692;44,9772995;State;NCBI_new
2896;J346;2015;SRR9118288;NCBI - CDC;America;US;Oregon;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-122,6741949;45,5202471;State;NCBI_new
2897;J349;2015;SRR9118293;NCBI - CDC;America;US;Oregon;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event24;no;NA;-122,6741949;45,5202471;State;NCBI_new
2898;J350;2015;SRR9118292;NCBI - CDC;America;US;Oregon;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-122,6741949;45,5202471;State;NCBI_new
2899;J352;2015;SRR9118284;NCBI - CDC;America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-104,9848623;39,7392364;State;NCBI_new
2900;J353;2015;SRR9118266;NCBI - CDC;America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-104,9848623;39,7392364;State;NCBI_new
2901;J354;2015;SRR9006195;NCBI - CDC;America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-104,9848623;39,7392364;State;NCBI_CDC Submission
2902;J355;2015;SRR9118267;NCBI - CDC;America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-104,9848623;39,7392364;State;NCBI_new
2903;J356;2015;SRR9118264;NCBI - CDC;America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-104,9848623;39,7392364;State;NCBI_new
2904;J377;2015;SRR9006229;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event27;IS481 insertion;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2905;J378;2015;SRR9006230;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2906;J379;2015;SRR9006235;NCBI - CDC;America;US;California;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn-;event1;no;NA;-118,242766;34,0536909;State;NCBI_CDC Submission
2907;J381;2015;SRR9118271;NCBI - CDC;America;US;Connecticut;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event27;IS481 insertion;NA;-73,1867205;41,1847223;State;NCBI_new
2908;J383;2015;SRR9118268;NCBI - CDC;America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-104,9848623;39,7392364;State;NCBI_new
2909;J384;2015;SRR9006236;NCBI - CDC;America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;-104,9848623;39,7392364;State;NCBI_CDC Submission
2910;J385;2015;SRR9118269;NCBI - CDC;America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-104,9848623;39,7392364;State;NCBI_new
2911;J386;2015;SRR9006233;NCBI - CDC;America;US;Colorado;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event12;no;NA;-104,9848623;39,7392364;State;NCBI_CDC Submission
2912;J387;2015;SRR9118262;NCBI - CDC;America;US;Minnesota;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event12;no;NA;-93,2654692;44,9772995;State;NCBI_new
2913;J388;2015;SRR9118263;NCBI - CDC;America;US;Wisconsin;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-87,922497;43,0349931;State;NCBI_new
2914;J389;2015;SRR9118477;NCBI - CDC;America;US;Minnesota;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-93,2654692;44,9772995;State;NCBI_new
2915;J390;2015;SRR9006234;NCBI - CDC;America;US;Wisconsin;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-87,922497;43,0349931;State;NCBI_CDC Submission
2916;J391;2015;SRR9006237;NCBI - CDC;America;US;Wisconsin;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-87,922497;43,0349931;State;NCBI_CDC Submission
2917;J393;2015;SRR9006085;NCBI - CDC;America;US;Wisconsin;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-87,922497;43,0349931;State;NCBI_CDC Submission
2918;J394;2015;SRR9118476;NCBI - CDC;America;US;Mississippi;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-90,1847691;32,2990384;State;NCBI_new
2919;J395;2015;SRR9118475;NCBI - CDC;America;US;Minnesota;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-93,2654692;44,9772995;State;NCBI_new
2920;J397;2015;SRR9118474;NCBI - CDC;America;US;Illinois;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-87,6244212;41,8755616;State;NCBI_new
2921;J398;2015;SRR9118473;NCBI - CDC;America;US;Wisconsin;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-87,922497;43,0349931;State;NCBI_new
2922;J399;2015;SRR9118472;NCBI - CDC;America;US;Minnesota;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn-;event21;no;NA;-93,2654692;44,9772995;State;NCBI_new
2923;J400;2015;SRR9118471;NCBI - CDC;America;US;New York State;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event22;no;NA;-74,0060152;40,7127281;State;NCBI_new
2924;J401;2015;SRR9006084;NCBI - CDC;America;US;New York State;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event22;no;NA;-74,0060152;40,7127281;State;NCBI_CDC Submission
2925;J402;2015;SRR9006083;NCBI - CDC;America;US;New York State;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event27;IS481 insertion;NA;-74,0060152;40,7127281;State;NCBI_CDC Submission
2926;J404;2015;SRR9118470;NCBI - CDC;America;US;New York State;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-74,0060152;40,7127281;State;NCBI_new
2927;J405;2015;SRR9118469;NCBI - CDC;America;US;Oregon;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event27;IS481 insertion;NA;-122,6741949;45,5202471;State;NCBI_new
2928;J406;2015;SRR9118468;NCBI - CDC;America;US;Oregon;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-122,6741949;45,5202471;State;NCBI_new
2929;J407;2015;SRR9118447;NCBI - CDC;America;US;Oregon;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-122,6741949;45,5202471;State;NCBI_new
2930;J408;2015;SRR9118448;NCBI - CDC;America;US;Oregon;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event24;IS481 insertion;NA;-122,6741949;45,5202471;State;NCBI_new
2931;J409;2015;SRR9118449;NCBI - CDC;America;US;Oregon;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-122,6741949;45,5202471;State;NCBI_new
2932;J410;2015;SRR9118450;NCBI - CDC;America;US;Oregon;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-122,6741949;45,5202471;State;NCBI_new
2933;J419;2015;SRR9118454;NCBI - CDC;America;US;Connecticut;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;-73,1867205;41,1847223;State;NCBI_new
2934;J420;2015;SRR9118455;NCBI - CDC;America;US;Minnesota;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-93,2654692;44,9772995;State;NCBI_new
2935;J421;2015;SRR9118456;NCBI - CDC;America;US;Minnesota;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-93,2654692;44,9772995;State;NCBI_new
2936;J422;2015;SRR9118413;NCBI - CDC;America;US;Minnesota;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-93,2654692;44,9772995;State;NCBI_new
2937;J423;2015;SRR9118412;NCBI - CDC;America;US;Minnesota;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-93,2654692;44,9772995;State;NCBI_new
2938;J424;2015;SRR9006082;NCBI - CDC;America;US;Wisconsin;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;no;NA;-87,922497;43,0349931;State;NCBI_CDC Submission
